Name	468_MeCP2_NTC - linear total RPKM	468_MeCP2_sh1 - linear total RPKM	468_MeCP2_sh3 - linear total RPKM
SNORA50D	0	0	0
SNORA51	0.141	2.615	2.624
SNORA52	10.477	22.08	26.841
SNORA53	0.076	1.98	1.158
SNORA54	0.19	6.146	7.103
SNORA55	0.858	2.579	3.155
SNORA56	0.103	1.899	1.39
SNORA57	76.914	329.899	299.998
SNORA58	0.05	1.188	0.388
SNORA58B	0.062	0.068	0.03
SNORA59A	0.255	5.62	8.282
SNORA59B	0.255	5.62	8.282
SNORA60	0.003	0.034	0.039
SNORA61	0.103	2.284	1.408
SNORA62	0.069	1.36	3.432
SNORA63	48.493	240.467	240.292
SNORA63B	0.283	7.031	8.058
SNORA63C	0.074	0	1.009
SNORA63D	0.002	0	0
SNORA63E	0	0.003	0
SNORA64	5.578	29.273	28.31
SNORA65	0.104	2.508	2.093
SNORA66	0.067	1.486	0.105
SNORA67	21.185	52.08	48.593
SNORA68	0.694	26.323	30.283
SNORA68B	0.003	0.002	0.056
SNORA69	0.067	1.085	1.611
SNORA70	41.807	259.472	263.743
SNORA70B	0.003	0	0.002
SNORA70C	0	0.003	0
SNORA70D	0	0	0.03
SNORA70E	0.002	0.002	0.044
SNORA70F	0.003	0.036	0.058
SNORA70G	0.044	0.002	0.441
SNORA70H	0.046	0.003	0.002
SNORA70I	0.124	3.973	4.091
SNORA70J	0	0	0
SNORA71A	137.059	273.434	311.845
SNORA71B	3.147	11.64	11.24
SNORA71C	33.84	38.736	47.069
SNORA71D	24.512	47.103	59.794
SNORA71E	0.042	0.004	0.003
SNORA72	0.11	1.723	1.187
SNORA73A	418.369	2076.266	2238.447
SNORA73B	296.609	1433.056	1470.691
SNORA74A	0.345	16.025	14.081
SNORA74B	6.357	11.764	12.619
SNORA74C-1	0	0.002	0.704
SNORA74C-2	0.059	1.424	0.049
SNORA74D	0.211	7.651	6.629
SNORA75	0.101	1.37	1.815
SNORA75B	0.003	0.038	0
SNORA77	0.004	0.573	0.032
SNORA77B	0	0.005	0
SNORA78	2.02	3.837	4.789
SNORA79	0	0.037	0
SNORA79B	21.548	102.456	110.553
SNORA80A	11.633	26.361	26.524
SNORA80B	4.634	10.359	9.37
SNORA80C	0.036	0	0
SNORA80D	5.409	18.204	17.163
SNORA80E	0.053	1.542	0.783
SNORA81	0.115	2.694	2.641
SNORA84	16.678	42.55	56.737
SNORA86	0.205	7.856	3.291
SNORA87	0.112	1.172	0.79
SNORA88	0	0	0
SNORA89	0	0	0
SNORA90	0.048	0.056	0.059
SNORA91	0.1	1.734	1.946
SNORA92	0.139	1.797	2.551
SNORA93	0	0	0
SNORA94	0.222	4.746	5.515
SNORA95	0	0	0
SNORA98	0	0.002	0
SNORA99	0	0	0
SNORA100	11.204	54.288	41.074
SNORA101A	0	0	0
SNORA101B	0.074	0.097	0.085
SNORA103	0.133	3.966	2.766
SNORA104	0.273	13.433	10.794
SNORA105A	8.422	48.32	32.211
SNORA105B	8.422	48.32	32.211
SNORA105C	4.423	17.369	12.564
SNORA107	0	0	0
SNORA108	0	0	0
SNORA109	0.002	0	0
SNORA110	0.027	0.002	0.056
SNORA111	0	0	0
SNORA112	0.002	0.049	0.002
SNORA113	0.002	0.004	0.038
SNORA114	0.064	0.06	0.086
SNORA115	0.035	0.002	0.003
SNORA116	0.043	0.05	0.946
SNORA117	0.003	0.003	0.003
SNORA118	0.003	0.789	0.043
SNORA119	0.003	1.88	0.046
SNORA120	0	0	0
SNORC	1.345	2.926	2.646
SNORD1A	0.078	0.079	0
SNORD1B	0	0.051	0.671
SNORD1C	1.851	2.05	4.162
SNORD2	0.153	5.777	5.208
SNORD3A	2323.032	6363.237	7127.191
SNORD3B-1	0.048	0.669	0.032
SNORD3B-2	0.048	0.669	0.032
SNORD3C	1.882	0.004	0.005
SNORD3D	2.383	1.041	5.23
SNORD3E	0.003	0.785	0.632
SNORD3F	0.003	0	0
SNORD3G	1.584	2.916	6.015
SNORD3H	0	0.025	0.003
SNORD3I	0	0.003	0.04
SNORD3J	0	0	0.003
SNORD3K	0.545	1.49	0.079
SNORD3P3	0.103	3.795	2.226
SNORD4A	0.139	2.277	3.721
SNORD4B	0.054	0.054	0.058
SNORD5	0.135	7.229	2.749
SNORD6	0.003	0.066	0.064
SNORD7	0.057	0	0.002
SNORD8	0.053	0.079	0.063
SNORD9	0.069	0.11	0.706
SNORD10	66.691	155.698	167.627
SNORD11	0.003	0.003	0.046
SNORD11B	0.052	0.002	0.515
SNORD12	2.989	12.513	8.013
SNORD12B	0.24	6.758	7.363
SNORD12C	0.194	5.23	6.726
SNORD13	47.464	121.211	149.101
SNORD13B-1	0	0.032	0.023
SNORD13B-2	0	0.032	0.023
SNORD13C	0.003	0	0
SNORD13D	0.059	2.136	0.069
SNORD13E	0	0.041	0.487
SNORD13F	0.119	0.082	0.081
SNORD13G	0.043	0	0
SNORD13H	0.004	0.004	0.107
SNORD13I	0	0.045	0.003
SNORD13J	1.07	2.564	3.959
SNORD14A	0.005	2.246	0.072
SNORD14B	0.128	1.574	1.903
SNORD14C	0.281	7.831	15.079
SNORD14D	0.267	9.33	10.124
SNORD14E	0.148	6.369	5.298
SNORD15A	1.932	2.777	2.502
SNORD15B	44.824	155.711	155.47
SNORD16	0.003	2.175	1.049
SNORD17	107.595	102.546	132.004
SNORD18A	0.003	0.066	0.003
SNORD18B	0.081	1.75	0.003
SNORD18C	0.092	0.004	1.085
SNORD19	0.077	0.102	0.003
SNORD19B	0.085	1.399	0.003
SNORD19C	0.004	2.138	0.003
SNORD20	0.082	3.724	0.132
SNORD21	0.005	3.047	4.656
SNORD22	10.024	12.616	16.805
SNORD23	4.564	8.688	5.23
SNORD24	2.098	1.735	3.996
SNORD25	0.168	4.604	0.168
SNORD26	11.635	29.553	28.697
SNORD27	0.22	7.192	4.163
SNORD28	0.187	7.599	6.898
SNORD28B	0	0	0
SNORD29	0.246	7.376	8.883
SNORD30	0.147	4.256	5.395
SNORD31	2.102	7.492	4.449
SNORD31B	0	0	0
SNORD32A	9.118	24.922	19.384
SNORD32B	0	0	0
SNORD33	17.712	28.357	40.485
SNORD34	1.653	0.112	1.388
SNORD35A	0.277	10.631	10.287
SNORD35B	0.211	4.266	6.603
SNORD36A	0.248	13.831	6.414
SNORD36B	0.005	3.45	0.11
SNORD36C	0.104	3.746	2.803
SNORD37	0.003	2.17	0.003
SNORD38A	0.07	2.309	2.684
SNORD38B	1.703	4.064	2.599
SNORD38C	0	0.003	0
SNORD38D	0	0.003	0
SNORD41	0.005	3.248	4.067
SNORD42A	0.004	1.834	0
SNORD42B	0.005	0.068	0.003
SNORD43	0.111	3.332	2.346
SNORD44	0.219	4.438	7.409
SNORD45A	0.163	0.12	5.146
SNORD45B	0.101	0.005	0.058
SNORD45C	0.166	6.201	4.599
SNORD46	3.142	11.701	9.896
SNORD47	0.269	11.723	6.28
SNORD48	3.118	7.961	10.393
SNORD49A	0.275	9.548	4.564
SNORD49B	0.056	2.865	1.82
SNORD50A	3.133	5.392	4.575
SNORD50B	0.088	3.331	4.097
SNORD51	0	1.476	0.003
SNORD52	0.172	7.39	5.361
SNORD53	0.052	0.003	0.003
SNORD53B	0	0.004	0.062
SNORD54	0.003	3.279	0.123
SNORD55	5.873	13.376	17.632
SNORD56	0.006	2.173	3.895
SNORD56B	0.003	0.003	0.004
SNORD57	5.605	9.062	8.794
SNORD58A	0.094	1.749	3.357
SNORD58B	0.416	21.139	11.07
SNORD58C	0.075	2.005	0.09
SNORD59A	0.004	0.098	0
SNORD59B	0.003	0	0
SNORD60	0.136	7.142	3.837
SNORD61	0	0.152	0
SNORD62A	0.062	3.068	2.778
SNORD62B	0.062	3.068	2.778
SNORD63	0.091	0.06	0.005
SNORD63B	0	0.051	0.065
SNORD64	0	0	0
SNORD65	0.143	10.597	6.191
SNORD65B	0	0	0
SNORD65C	0	0.003	0.004
SNORD66	0.003	0.003	0.957
SNORD67	0.003	1.861	0.655
SNORD68	0.352	11.848	14.447
SNORD69	0.084	0.053	0.003
SNORD70	0.077	0	0.041
SNORD70B	0.123	0.955	1.762
SNORD71	0.049	0	0.003
SNORD72	0.074	0.003	0.085
SNORD73A	0.107	2.523	1.281
SNORD73B	0.003	0.054	0
SNORD74	0.247	13.636	10.78
SNORD74B	0	0	0
SNORD75	0.078	0.117	1.924
SNORD76	0.35	16.685	11.695
SNORD77	0.005	5.963	2.562
SNORD77B	0	0	0
SNORD78	0.085	4.938	3.227
SNORD79	0.158	9.317	8.265
SNORD80	0.364	23.753	20.722
SNORD81	0.224	8.577	6.351
SNORD82	0.054	0.054	1.601
SNORD83A	0.182	4.225	3.776
SNORD83B	4.248	10.118	5.762
SNORD84	0.296	9.843	11.487
SNORD86	0	0	0
SNORD87	0.067	1.611	1.99
SNORD88A	0.119	3.181	3.893
SNORD88B	0.173	7.668	4.846
SNORD88C	0.211	5.367	4.498
SNORD89	0	0	0.005
SNORD90	0	0.003	0
SNORD91A	0	0.003	0.003
SNORD91B	0.062	0.065	0.004
SNORD92	0.003	0.805	1.03
SNORD93	0	0	0.046
SNORD94	6.693	14.133	12.061
SNORD95	0.352	17.624	17.63
SNORD96A	0.211	12.75	11.465
SNORD96B	0	0	0.05
SNORD97	16.514	64.107	73.716
SNORD98	0.004	0.068	0.06
SNORD99	2.251	2.782	2.901
SNORD100	0.268	6.814	6.511
SNORD101	0.166	5.689	3.73
SNORD102	0.168	0.101	2.176
SNORD103A	0.07	0.814	1.284
SNORD103B	0.07	0.814	1.284
SNORD103C	0.003	0.056	0.003
SNORD104	3.933	14.508	8.854
SNORD105	0.099	1.929	2.659
SNORD105B	0.186	2.113	5.327
SNORD107	0	0	0
SNORD108	0	0	0
SNORD109A	0	0	0
SNORD109B	0	0	0
SNORD110	0.231	7.219	7.717
SNORD111	0.004	0	0.053
SNORD111B	0.003	0.003	0.003
SNORD112	0	0	0
SNORD113-1	0	0	0
SNORD113-2	0	0	0
SNORD113-3	0	0	0
SNORD113-4	0	0	0
SNORD113-5	0	0	0
SNORD113-6	0	0	0
SNORD113-7	0	0	0
SNORD113-8	0	0	0
SNORD113-9	0	0	0
SNORD114-1	0	0	0
SNORD114-2	0	0	0
SNORD114-3	0	0	0
SNORD114-4	0	0	0
SNORD114-5	0	0	0
SNORD114-6	0	0	0
SNORD114-7	0	0	0
SNORD114-8	0	0	0
SNORD114-9	0	0	0
SNORD114-10	0	0	0
SNORD114-11	0	0	0
SNORD114-12	0	0	0
SNORD114-13	0	0	0
SNORD114-14	0	0	0
SNORD114-15	0	0	0
SNORD114-16	0	0	0
SNORD114-17	0	0	0
SNORD114-18	0	0	0
SNORD114-19	0	0	0
SNORD114-20	0	0	0
SNORD114-21	0	0	0
SNORD114-22	0	0	0
SNORD114-23	0	0	0
SNORD114-24	0	0	0
SNORD114-25	0	0	0
SNORD114-26	0	0	0
SNORD114-27	0	0	0
SNORD114-28	0	0	0
SNORD114-29	0	0	0
SNORD114-30	0	0	0
SNORD114-31	0	0	0
SNORD115-1	0	0	0
SNORD115-2	0	0	0
SNORD115-3	0	0	0
SNORD115-4	0	0	0
SNORD115-5	0	0	0
SNORD115-6	0	0	0
SNORD115-7	0	0	0
SNORD115-8	0	0	0
SNORD115-9	0	0	0
SNORD115-10	0	0	0
SNORD115-11	0	0	0
SNORD115-12	0	0	0
SNORD115-13	0	0	0
SNORD115-14	0	0	0
SNORD115-15	0	0	0
SNORD115-16	0	0	0
SNORD115-17	0	0	0
SNORD115-18	0	0	0
SNORD115-19	0	0	0
SNORD115-20	0	0	0
SNORD115-21	0	0	0
SNORD115-22	0	0	0
SNORD115-23	0	0	0
SNORD115-24	0	0	0
SNORD115-25	0	0	0
SNORD115-26	0	0	0
SNORD115-27	0	0	0
SNORD115-28	0	0	0
SNORD115-29	0	0	0
SNORD115-30	0	0	0
SNORD115-31	0	0	0
SNORD115-32	0	0	0
SNORD115-33	0	0	0
SNORD115-34	0	0	0
SNORD115-35	0	0	0
SNORD115-36	0	0	0
SNORD115-37	0	0	0
SNORD115-38	0	0	0
SNORD115-39	0	0	0
SNORD115-40	0	0	0
SNORD115-41	0	0	0
SNORD115-42	0	0	0
SNORD115-43	0	0	0
SNORD115-44	0	0	0
SNORD115-45	0	0	0
SNORD115-46	0	0	0
SNORD115-47	0	0	0
SNORD115-48	0	0	0
SNORD115@	0	0	0
SNORD116-1	0	0	0
SNORD116-2	0	0	0
SNORD116-3	0	0	0
SNORD116-4	0	0	0
SNORD116-5	0	0	0
SNORD116-6	0	0	0
SNORD116-7	0	0	0
SNORD116-8	0	0	0
SNORD116-9	0	0	0
SNORD116-10	0	0	0
SNORD116-11	0	0	0
SNORD116-12	0	0	0
SNORD116-13	0	0	0
SNORD116-14	0	0	0
SNORD116-15	0	0	0
SNORD116-16	0	0	0
SNORD116-17	0	0	0
SNORD116-18	0	0	0
SNORD116-19	0	0	0
SNORD116-20	0	0	0
SNORD116-21	0	0	0.003
SNORD116-22	0	0	0
SNORD116-23	0	0	0
SNORD116-24	0	0	0
SNORD116-25	0	0	0
SNORD116-26	0	0	0
SNORD116-27	0	0	0
SNORD116-28	0	0	0
SNORD116-29	0	0	0
SNORD116-30	0	0	0
SNORD116@	0	0	0
SNORD117	0.122	3.276	4.191
SNORD118	0	0	0
SNORD119	0.003	1.184	0.086
SNORD121A	0	0.004	0
SNORD121B	0.004	2.076	1.983
SNORD123	0	0	0
SNORD124	0.054	0.063	0.065
SNORD125	3.019	3.874	2.185
SNORD126	0.004	0.911	0.003
SNORD127	0.051	0.044	0
SNORD128	0.003	0	1.249
SNORD129	0	0	0
SNORD130	0	0	0.002
SNORD131	0.107	0.002	0.066
SNORD132	0	0.045	0.002
SNORD133	16.529	80.075	64.106
SNORD134	5.066	13.999	10.58
SNORD135	0.103	0.054	0.97
SNORD136	0.069	0.974	0.623
SNORD137	11.553	63.275	54.396
SNORD138	0.003	0.003	0
SNORD139	0.235	5.611	5.177
SNORD140	110.246	934.31	803.703
SNORD141A	0	0	0
SNORD141B	0	0	0
SNORD142	0.002	0.003	0.024
SNORD143	0.004	0.003	0.061
SNORD144	0.045	0	0.671
SNORD145	0.044	0.003	0.038
SNORD146	0	0.047	0
SNORD147	0.004	0.004	1.078
SNORD148	0.004	2.105	2.138
SNORD149	1.074	0.005	0.092
SNORD150	0	0	0
SNORD151	0.003	0.066	0.052
SNORD152	0	0.004	0
SNORD153	0.003	0	0.003
SNORD154	0	0	0
SNORD155	0	0	0
SNORD156	0	0	0
SNORD157	0.004	1.327	0.003
SNORD158	0	0	0
SNORD159	0.004	3.248	4.199
SNORD160	0.051	0.004	0.003
SNORD161	0	0	0
SNORD162	0.003	0.004	0.004
SNORD163	0	0	0.003
SNORD164	0.078	1.479	0
SNORD165	0	0	0
SNORD166	0.043	0	0
SNORD167	0.163	3.674	0.119
SNORD168	0.003	0	0.003
SNORD169	0	0.003	0
SNORD170	0	0.843	0.679
SNORD172	0.003	0	0
SNORD173	0.106	3.888	2.909
SNORD175	0.005	0.075	0.059
SNPH	0.382	0.533	0.321
SNRK	0.649	1.96	1.764
SNRK-AS1	0.449	2.934	2.632
SNRNP25	4.146	19.047	16.666
SNRNP27	2.713	11.695	10.833
SNRNP35	13.185	14.583	12.085
SNRNP40	3.045	21.137	17.311
SNRNP48	3.081	7.942	6.348
SNRNP70	35.136	93.451	79.676
SNRNP200	18.409	70.67	64.647
SNRPA	11.255	54.651	51.241
SNRPA1	7.81	39.902	33.798
SNRPB	70.11	228.541	225.7
SNRPB2	4.604	41.858	32.373
SNRPC	13.981	77.395	75.728
SNRPD1	15.227	50.745	41.76
SNRPD2	33.114	171.975	138.783
SNRPD3	64.317	119.733	111.92
SNRPE	8.187	106.554	75.375
SNRPF	5.894	36.935	36.579
SNRPG	13.632	126.184	103.763
SNRPN	0	0	0
SNTA1	4.231	4.887	5.078
SNTB1	3.916	13.545	15.821
SNTB2	4.782	6.053	6.792
SNTG1	0	0.001	0.003
SNTG2	0.222	0.314	0.145
SNTG2-AS1	0	0	0
SNTN	0.054	0.529	0.526
SNU13	19.334	137.168	118.588
SNUPN	2.67	11.916	9.951
SNURF	0	0	0
SNW1	4.087	15.639	15.753
SNX1	8.69	11.932	11.228
SNX2	4.527	19.646	15.946
SNX3	14.773	96.036	85.988
SNX4	2.211	7.169	6.586
SNX5	4.503	34.317	30.565
SNX6	2.39	14.003	13.038
SNX7	7.052	36.053	27.563
SNX8	4.317	27.903	25.159
SNX9	1.84	8.682	8.37
SNX10	0.182	5.946	6.076
SNX11	1.497	7.052	7.174
SNX12	0.417	20.674	21.809
SNX13	19.045	20.461	20.885
SNX14	2.164	5.289	5.2
SNX15	0.048	0.486	0.002
SNX16	0.366	2.474	1.789
SNX17	9.447	30.213	24.84
SNX18	5.183	13.215	13.769
SNX19	4.647	12.91	12.257
SNX20	0	0.001	0
SNX21	21.761	24.369	30.739
SNX22	20.582	22.24	21.654
SNX24	2.082	10.378	10.264
SNX25	11.492	9.101	7.845
SNX27	3.413	14.49	9.281
SNX29	1.114	1.45	1.584
SNX30	1.672	4.563	3.839
SNX31	0.002	0.002	0.013
SNX32	0.694	1.848	1.15
SNX33	1.574	5.394	5.642
SOAT1	8.737	11.831	9.965
SOAT2	0	0	0.001
SOBP	0.395	0.551	0.366
SOCAR	0.094	2.644	2.711
SOCS1	0.766	2.361	3.894
SOCS2	0.121	0.525	0.308
SOCS2-AS1	0.001	0.022	0
SOCS3	1.791	3.983	2.637
SOCS4	0.178	5.746	5.887
SOCS5	3.03	12.157	10.716
SOCS6	1.219	7.946	5.524
SOCS7	6.149	6.183	6.125
SOD1	37.223	187.099	190.774
SOD2	9.83	29.168	33.5
SOD2-OT1	7.794	7.64	6.82
SOD3	0.009	0.002	0.009
SOGA1	8.417	19.51	16.171
SOGA3	0.002	0.008	0.005
SOHLH1	0	0	0
SOHLH2	0	0	0
SON	24.968	60.434	54.397
SORBS1	2.481	4.184	3.858
SORBS2	0.029	0.847	0.477
SORBS3	4.865	17.406	18.672
SORCS1	0	0	0
SORCS2	0.672	0.939	1.8
SORCS3	0.001	0	0
SORCS3-AS1	0	0	0
SORD	5.084	8.955	7.863
SORL1	2.712	10.533	9.615
SORT1	29.879	107.433	93.706
SOS1	3.839	14.064	12.358
SOS2	1.87	7.696	6.486
SOST	0	0	0
SOSTDC1	2.296	32.816	14.983
SOWAHA	0.472	0.454	0.653
SOWAHB	0.773	2.464	3.077
SOWAHC	9.215	22.05	21.385
SOWAHD	0.708	1.079	1.838
SOX1	0.015	0.001	0.009
SOX1-OT	0	0	0
SOX2	0.016	0.024	0.285
SOX2-OT	0.032	0.061	0.107
SOX3	0	0	0.001
SOX4	18.497	58.794	68.166
SOX5	0	0	0
SOX5-AS1	0	0	0
SOX6	0.008	0.09	0
SOX7	0.247	0.036	1.259
SOX8	0	0	0
SOX9	13.927	63.127	47.449
SOX9-AS1	2.43	5.801	4.965
SOX10	0.06	0.767	0.631
SOX11	8.738	27.19	28.641
SOX12	19.006	22.375	27.078
SOX13	2.592	14.323	11.082
SOX14	0	0	0
SOX15	0.046	0.002	0.871
SOX17	0.006	0	0.001
SOX18	0.276	0.033	0.524
SOX21	0.008	0.001	0.088
SOX21-AS1	0.031	0.06	0.039
SOX30	0	0	0
SP1	3.142	15.529	14.488
SP2	1.034	4.911	4.87
SP2-AS1	0.833	1.472	1.292
SP3	6.05	25.553	21.708
SP4	2.433	15.134	12.379
SP5	0.001	0.111	0.016
SP6	2.226	12.571	12.725
SP7	0	0.002	0
SP8	0.088	0.016	0.182
SP9	0.026	0.563	0.664
SP100	1.929	9.646	7.535
SP110	0.639	2.762	1.839
SP140	0.002	0.001	0.006
SP140L	4.289	6.635	4.255
SPA17	0.1	2.015	1.681
SPAAR	0.025	0.055	0.047
SPACA1	0	0	0
SPACA3	0	0	0
SPACA4	0.023	0.047	0.055
SPACA5	0	0	0
SPACA5B	0	0	0
SPACA6	2.222	6.057	4.619
SPACA6P-AS	2.993	3.488	3.729
SPACA7	0.001	0.002	0.001
SPACA9	18.001	17.214	18.079
SPAG1	1.696	10.354	8.175
SPAG4	0.276	0.528	0.971
SPAG5	4.845	18.225	14.236
SPAG5-AS1	2.346	8.282	7.901
SPAG6	0	0.001	0
SPAG7	3.69	11.264	9.722
SPAG8	0.369	0.678	0.675
SPAG9	2.729	12.541	10.943
SPAG11A	0	0	0
SPAG11B	0	0	0
SPAG16	9.847	17.41	17.207
SPAG16-DT	8.786	18.665	14.829
SPAG17	0.005	0.131	0.05
SPAM1	0	0	0
SPANXA1	0	0	0
SPANXA2	0	0	0
SPANXA2-OT1	5.428	4.291	4.922
SPANXB1	0	0	0
SPANXC	0	0	0
SPANXD	0	0	0
SPANXN1	0	0	0
SPANXN2	0	0	0
SPANXN3	0	0	0
SPANXN4	0	0	0
SPANXN5	0	0	0
SPARC	0.002	0.001	0
SPARCL1	0.009	0.105	0.151
SPART	0.2	0.429	0.192
SPART-AS1	0.012	0	0
SPAST	4.707	9.77	11.739
SPATA1	0.714	1.571	1.518
SPATA2	1.055	5.476	5.005
SPATA2L	4.18	7.324	8.752
SPATA3	0.112	0.141	0.094
SPATA3-AS1	0.039	0.008	0.008
SPATA4	0	0	0
SPATA5	1.455	5.855	4.373
SPATA5L1	3.058	6.075	5.458
SPATA6	0.138	0.071	0.032
SPATA6L	2.687	2.594	2.411
SPATA7	0.048	1.009	0.492
SPATA8	0.017	0.347	0.303
SPATA8-AS1	0.02	0.002	0.017
SPATA9	0.125	0.267	0.197
SPATA12	0.028	0.472	0.528
SPATA13	1.659	2.857	4.703
SPATA13-AS1	0.002	0.021	0.019
SPATA16	0	0	0
SPATA17	0.03	0.45	0.253
SPATA17-AS1	0.001	0	0.101
SPATA18	0	0	0
SPATA19	0	0	0
SPATA20	2.47	7.21	7.891
SPATA21	0.397	1.424	0.851
SPATA22	0	0	0
SPATA24	0.151	2.016	2.413
SPATA25	0.051	1.221	1.383
SPATA31A1	0	0	0.001
SPATA31A3	0	0	0.001
SPATA31A5	0	0	0.001
SPATA31A6	0	0	0
SPATA31A7	0	0	0
SPATA31C1	0	0	0
SPATA31C2	0	0.001	0
SPATA31D1	0	0	0
SPATA31D3	0.001	0	0
SPATA31D4	0.001	0	0
SPATA31E1	0	0	0
SPATA32	0.043	0.261	0.383
SPATA33	3.21	12.335	12.367
SPATA41	0.032	0.663	0.531
SPATA42	0	0	0
SPATA45	0.027	0.002	0
SPATA46	0.05	0.824	0.699
SPATA48	0	0	0
SPATC1	0.184	0.059	0.095
SPATC1L	1.455	4.116	5.581
SPATS1	0	0	0
SPATS2	13.624	13.111	13.599
SPATS2L	1.161	13.438	9.023
SPC24	15.008	34.74	25.002
SPC25	2.848	19.098	14.105
SPCS1	4.409	36.961	30.986
SPCS2	10.767	60.894	59.353
SPCS3	8.442	18.631	19.841
SPDEF	10.125	35.898	24.188
SPDL1	3.419	17.519	20.334
SPDYA	0.035	0.008	0.101
SPDYC	0.032	0.304	0.016
SPDYE1	0.197	5.748	6.3
SPDYE2	0.41	1.618	1.52
SPDYE2B	0.389	1.494	1.435
SPDYE3	0.058	1.096	1.054
SPDYE4	0.211	0.016	0.276
SPDYE5	0.435	4.478	4.016
SPDYE6	5.206	15.369	14.544
SPDYE11	2.048	6.477	6.38
SPDYE16	0.338	0.989	0.747
SPDYE17	0	0	0
SPDYE18	0.457	2.763	3.533
SPECC1	1.874	12.708	11.839
SPECC1L	0.014	0.166	0.259
SPECC1L-ADORA2A	5.091	13.153	11.315
SPEF1	0.042	0.027	0.031
SPEF2	0.032	0.689	0.849
SPEG	1.294	4.424	3.727
SPEGNB	0.037	0.022	0.508
SPEM1	0.001	0.002	0
SPEM2	0	0	0.001
SPEM3	0	0.001	0
SPEN	3.853	13.26	12.138
SPESP1	0	0	0
SPG7	12.487	25.518	23.573
SPG11	0.964	4.302	4.297
SPG21	4.585	25.951	22.98
SPHK1	1.679	1.611	3.864
SPHK2	2.354	7.736	6.695
SPHKAP	0.001	0	0.001
SPI1	0	0.013	0
SPIB	0.001	0.024	0.001
SPIC	0.018	0.152	0.203
SPICE1	0.88	4.452	3.887
SPIDR	3.556	5.117	5.08
SPIN1	6.498	32.468	31.94
SPIN2A	0.086	1.196	1.151
SPIN2B	0.487	2.117	2.275
SPIN3	1.002	1.994	1.928
SPIN4	8.269	39.87	32.139
SPINDOC	6.419	22.766	21.536
SPINK1	0	0	0
SPINK2	0.05	0.508	0.684
SPINK4	0	0.002	0
SPINK5	0.022	0.158	0.148
SPINK6	0	0.002	0.003
SPINK7	0	0	0
SPINK8	0.078	1.416	1.392
SPINK9	0	0.002	0
SPINK13	0	0.001	0.002
SPINK14	0	0	0
SPINT1	15.204	52.482	45.744
SPINT1-AS1	3.484	21.234	18.95
SPINT2	97.744	291.92	284.515
SPINT3	0	0	0
SPINT4	0	0	0
SPIRE1	7.799	17.171	20.799
SPIRE2	7.444	14.18	15.296
SPN	0	0	0.001
SPNS1	5.013	11.828	12.57
SPNS2	15.75	15.861	22.774
SPNS3	0.629	2.251	2.066
SPO11	0	0	0
SPOCD1	0	0.005	0.001
SPOCK1	0	0.001	0.001
SPOCK2	2.192	3.507	4.148
SPOCK3	0.001	0.001	0.001
SPON1	0.013	0.013	0.01
SPON2	0.24	0.558	2.228
SPOP	2.691	10.791	9.781
SPOPL	2.609	11.952	9.523
SPOUT1	2.247	12.058	11.197
SPP1	0	0.002	0
SPP2	0	0	0
SPPL2A	3.263	16.984	15.568
SPPL2B	6.373	19.58	17.509
SPPL2C	0	0	0
SPPL3	0.3	12.798	9.486
SPR	16.503	24.653	22.492
SPRED1	1.014	7.111	5.355
SPRED2	4.214	13.831	10.808
SPRED3	2.775	2.864	2.812
SPRN	0.727	1.133	1.486
SPRR1A	0	0	0
SPRR1B	0	0	0
SPRR2A	0	0.001	0.001
SPRR2B	0	0.001	0.001
SPRR2D	0	0.001	0.001
SPRR2E	0	0.001	0.001
SPRR2F	0	0	0.002
SPRR2G	0	0.001	0
SPRR3	0.002	0	0
SPRR4	0	0	0
SPRTN	1.884	11.599	9.921
SPRY1	0.182	10.274	8.391
SPRY2	0.233	10.613	8.592
SPRY3	0.409	1.478	1.69
SPRY3	0.205	0.739	0.845
SPRY4	0.086	1.592	1.89
SPRY4-AS1	0.02	0.364	0.141
SPRY4-IT1	5.241	6.103	5.824
SPRYD3	2.186	7.751	6.491
SPRYD4	1.58	6.4	4.685
SPRYD7	9.821	10.201	8.31
SPSB1	1.492	4.754	5.07
SPSB2	0.158	4.478	4.3
SPSB3	5.395	15.596	15.082
SPSB4	0.009	0.019	0.007
SPTA1	0	0	0
SPTAN1	14.81	86.011	69.687
SPTB	0.544	0.96	0.967
SPTBN1	8.644	37.42	27.367
SPTBN2	18.284	39.397	42.683
SPTBN4	0.176	0.176	0.239
SPTBN5	0.313	0.348	0.322
SPTLC1	3.423	18.019	17.466
SPTLC2	2.277	8.965	8.498
SPTLC3	0.131	4.362	3.811
SPTSSA	10.363	39.079	24.671
SPTSSB	0.351	2.121	3.325
SPTY2D1	0.973	5.612	5.206
SPTY2D1OS	0.103	2.843	1.568
SPX	0	0	0
SPZ1	0.001	0	0
SQLE	3.945	26.271	18.269
SQOR	3.876	19.584	18.142
SQSTM1	104.202	174.219	189.251
SRA1	8.889	41.941	38.441
SRARP	0	0.002	0
SRBD1	0.642	4.694	4.044
SRC	3.402	7.022	7.817
SRCAP	6.905	21.43	19.34
SRCIN1	1.751	5.174	4.812
SRD5A1	14.164	21.483	22.336
SRD5A2	0.002	0	0
SRD5A3	9.209	13.337	12.563
SRD5A3-AS1	1.921	2.171	2.28
SREBF1	11.135	42.703	28.949
SREBF2	13.237	43.099	47.218
